name,CIK,location_untrusted_source,name_worker_1,name_worker_2,worker_agreement_exact,worker agreement,domain_worker_1,domain_worker_2,website_domain,worker_agreement_exact,worker agreement,city_worker_1,city_worker_2,city,worker_agreement_exact,worker agreement,province_worker_1,province_worker_2,province,worker_agreement_exact,worker agreement,country_worker_1,country_worker_2,country,worker_agreement_exact,worker agreement,employees_worker_1,employees_worker_2,employees_worker_2_integer,employees,worker_agreement_exact,worker agreement,worker_agreement_approximate,serial_number_worker_1,serial_number_worker_2,serial_number,worker_agreement_exact,worker agreement,source_worker_1,matching_year,matching_cik,source_worker_2,matching_year,matching_cik,worker_agreement_exact,worker agreement,source,source_serial_number,confidence
Snap-on Incorporated,91440,"Kenosha, Wisconsin",Snap-on Incorporated,Snap-on Incorporated,1,1,snapon.com,snapon.com,snapon.com,1,1,Kenosha,Kenosha,Kenosha,1,1,Wisconsin,Wisconsin,Wisconsin,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,12900,12900,12900,10000,0,1,1,39-0622040,39-0622040,39-0622040,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/91440/000009144023000005/sna-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/91440/000009144023000005/sna-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/91440/000009144023000005/sna-20221231.htm,,0.9
"SOLAREDGE TECHNOLOGIES, INC.",1419612,"Herzliya, Israel","SOLAREDGE TECHNOLOGIES, INC.","SOLAREDGE TECHNOLOGIES, INC.",1,1,,solaredge.com,solaredge.com,0,0,Herziliya Pituach,Herzliya,,0,0,,,,1,1,Israel,United States of America (the),United States of America (the),0,0,4926,4926,4926,1000,0,1,1,20-5338862,20-5338862,20-5338862,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1419612/000117891323000707/zk2329263.htm,#VALUE!,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1419612/000117891323000707/zk2329263.htm,#VALUE!,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1419612/000117891323000707/zk2329263.htm,,0.9
The Southern Company,92122,"Atlanta, Georgia",The Southern Company,The Southern Company,1,1,,southerncompany.com,southerncompany.com,0,0,Atlanta,Atlanta,Atlanta,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,27700,27700,10000,0,0,0,58-0690070,58-0690070,58-0690070,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/92122/000009212223000012/so-20221231.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/92122/000009212223000012/so-20221231.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/92122/000009212223000012/so-20221231.htm,,0.9
SOUTHWEST AIRLINES CO.,92380,"Dallas, Texas",SOUTHWEST AIRLINES CO.,SOUTHWEST AIRLINES CO.,1,1,southwest.com,southwest.com,southwest.com,1,1,Dallas,Dallas,Dallas,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,66656,66656,66656,10000,0,1,1,74-1563240,74-1563240,74-1563240,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/92380/000009238023000010/luv-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/92380/000009238023000010/luv-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/92380/000009238023000010/luv-20221231.htm,,0.9
"STANLEY BLACK & DECKER, INC.",93556,"New Britain, Connecticut","STANLEY BLACK & DECKER, INC.","STANLEY BLACK & DECKER, INC.",1,1,stanleyblackanddecker.com,stanleyblackanddecker.com,stanleyblackanddecker.com,1,1,New Britain,New Britain,New Britain,1,1,Connecticut,Connecticut,Connecticut,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,54200,54200,54200,10000,0,1,1,06-0548860,06-0548860,06-0548860,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/93556/000009355623000007/swk-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/93556/000009355623000007/swk-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/93556/000009355623000007/swk-20221231.htm,,0.9
Starbucks Corporation,829224,"Seattle, Washington",Starbucks Corporation,Starbucks Corporation,1,1,starbucks.com,starbucks.com,starbucks.com,1,1,Seattle,Seattle,Seattle,1,1,Washington,Washington,Washington,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,402000,402000,100000,0,0,0,91-1325671,91-1325671,91-1325671,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/829224/000082922422000058/sbux-20221002.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/829224/000082922422000058/sbux-20221002.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/829224/000082922422000058/sbux-20221002.htm,,0.9
STATE STREET CORPORATION,93751,"Boston, Massachusetts",STATE STREET CORPORATION,STATE STREET CORPORATION,1,1,statestreet.com,statestreet.com,statestreet.com,1,1,Boston,Boston,Boston,1,1,Massachusetts,Massachusetts,Massachusetts,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,42000,42000,10000,0,0,0,04-2456637,04-2456637,04-2456637,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/93751/000009375123000489/stt-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/93751/000009375123000489/stt-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/93751/000009375123000489/stt-20221231.htm,,0.9
"Steel Dynamics, Inc.",1022671,"Fort Wayne, Indiana","Steel Dynamics, Inc.","Steel Dynamics, Inc.",1,1,,steeldynamics.com,steeldynamics.com,0,0,Fort Wayne,Fort Wayne,Fort Wayne,1,1,Indiana,Indiana,Indiana,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,12060,12060,10000,0,0,0,35-1929476,35-1929476,35-1929476,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022671/000155837023002303/stld-20221231x10k.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022671/000155837023002303/stld-20221231x10k.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022671/000155837023002303/stld-20221231x10k.htm,,0.9
STERIS plc,1757898,"Dublin, Ireland",,STERIS plc,0,0,,steris-ir.com>sterisplc.gcs-web.com,steris.com,0,0,,Dublin,Dublin,0,0,,Ireland,,0,0,,Ireland,Ireland,0,0,,3700,3700,1000,0,0,0,,98-1455064,595593,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001757898/000175789822000011/ste-20220331.htm,82,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001757898/000175789822000011/ste-20220331.htm,https://core.cro.ie/e-commerce/company/search/628287,0.9
STRYKER CORPORATION,310764,"Kalamazoo, Michigan",STRYKER CORPORATION,STRYKER CORPORATION,1,1,stryker.com,stryker.com,stryker.com,1,1,Kalamazoo,Kalamazoo,Kalamazoo,1,1,Michigan,Connecticut,Connecticut,0,0,United States of America (the),United States of America (the),United States of America (the),1,1,,51000,51000,10000,0,0,0,38-1239739,38-1239739,38-1239739,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/310764/000031076423000017/syk-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/310764/000031076423000017/syk-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/310764/000031076423000017/syk-20221231.htm,,0.9
SYNCHRONY FINANCIAL,1601712,"Stamford, Connecticut",SYNCHRONY FINANCIAL,SYNCHRONY FINANCIAL,1,1,synchrony.com,synchrony.com,synchrony.com,1,1,Stamford,Stamford,Stamford,1,1,Connecticut,Connecticut,Connecticut,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,18500,18500,18500,10000,0,1,1,51-0483352,51-0483352,51-0483352,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1601712/000160171223000037/syf-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1601712/000160171223000037/syf-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1601712/000160171223000037/syf-20221231.htm,,0.9
"SYNOPSYS, INC.",883241,"Sunnyvale, California","SYNOPSYS, INC.","SYNOPSYS, INC.",1,1,synopsys.com,synopsys.com,synopsys.com,1,1,Mountain View,Sunnyvale,Sunnyvale,0,0,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,19000,19000,10000,0,0,0,56-1546236,56-1546236,56-1546236,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/883241/000088324122000017/snps-20221031.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/883241/000088324122000017/snps-20221031.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/883241/000088324122000017/snps-20221031.htm,,0.9
Sysco Corporation,96021,"Houston, Texas",Sysco Corporation,Sysco Corporation,1,1,sysco.com,sysco.com,sysco.com,1,1,Houston,Houston,Houston,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,71000,71000,10000,0,0,0,74-1648137,74-1648137,74-1648137,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/96021/000009602122000151/syy-20220702.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/96021/000009602122000151/syy-20220702.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/96021/000009602122000151/syy-20220702.htm,,0.9
"T-MOBILE US, INC.",1283699,"Bellevue, Washington","T-MOBILE US, INC.","T-MOBILE US, INC.",1,1,t-mobile.com,t-mobile.com,t-mobile.com,1,1,Bellevue,Bellevue,Bellevue,1,1,Washington,Washington,Washington,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,71000,71000,10000,0,0,0,20-0836269,20-0836269,20-0836269,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1283699/000128369923000016/tmus-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1283699/000128369923000016/tmus-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1283699/000128369923000016/tmus-20221231.htm,,0.9
"T. ROWE PRICE GROUP, INC.",1113169,"Baltimore, Maryland","T. ROWE PRICE GROUP, INC.","T. ROWE PRICE GROUP, INC.",1,1,troweprice.com,troweprice.com,troweprice.com,1,1,Baltimore,Baltimore,Baltimore,1,1,Maryland,Maryland,Maryland,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,7868,7868,1000,0,0,0,52-2264646,52-2264646,52-2264646,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1113169/000111316923000007/trow-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1113169/000111316923000007/trow-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1113169/000111316923000007/trow-20221231.htm,,0.9
"TAKE-TWO INTERACTIVE SOFTWARE, INC.",946581,"New York City, New York",,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0,0,,take2games.com,take2games.com,0,0,,New York City,New York City,0,0,,New York,New York,0,0,,United States of America (the),United States of America (the),0,0,,7799,7799,1000,0,0,0,,51-0350842,51-0350842,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000946581/000162828022014580/ttwo-20220331.htm,83,53,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000946581/000162828022014580/ttwo-20220331.htm,,0.9
"Tapestry, Inc.",1116132,"New York City, New York","Tapestry, Inc.","Tapestry, Inc.",1,1,tapestry.com,tapestry.com,tapestry.com,1,1,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,18100,18100,10000,0,0,0,52-2242751,52-2242751,52-2242751,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1116132/000111613222000018/tpr-20220702.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1116132/000111613222000018/tpr-20220702.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1116132/000111613222000018/tpr-20220702.htm,,0.9
TARGA RESOURCES CORP.,1389170,"Houston, Texas",TARGA RESOURCES CORP.,TARGA RESOURCES CORP.,1,1,targaresources.com,targaresources.com,targaresources.com,1,1,Houston,Houston,Houston,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,2850,2850,1000,0,0,0,20-3701075,20-3701075,20-3701075,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1389170/000095017023003797/trgp-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1389170/000095017023003797/trgp-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1389170/000095017023003797/trgp-20221231.htm,,0.9
TARGET CORPORATION,27419,"Minneapolis, Minnesota",,TARGET CORPORATION,0,0,,target.com,target.com,0,0,,Minneapolis,Minneapolis,0,0,,Minnesota,Minnesota,0,0,,United States of America (the),United States of America (the),0,0,,450000,450000,100000,0,0,0,,41-0215170,41-0215170,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000027419/000002741922000007/tgt-20220129.htm,82,54,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000027419/000002741922000007/tgt-20220129.htm,,0.9
TE CONNECTIVITY LTD.,1385157,"Schaffhausen, Switzerland",TE CONNECTIVITY LTD.,TE CONNECTIVITY LTD.,1,1,te.com,te.com,te.com,1,1,Schaffhausen,Schaffhausen,Schaffhausen,1,1,,,,1,1,Switzerland,United States of America (the),Switzerland,0,0,,92000,92000,10000,0,0,0,98-0518048,98-0518048,CH-290-3016499-3,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1385157/000155837022017931/tel-20220930x10k.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1385157/000155837022017931/tel-20220930x10k.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1385157/000155837022017931/tel-20220930x10k.htm,https://www.zefix.ch/en/search/entity/list/firm/948818,0.9
TELEDYNE TECHNOLOGIES INCORPORATED,1094285,"Thousand Oaks, California",,TELEDYNE TECHNOLOGIES INCORPORATED,0,0,,teledyne.com,teledyne.com,0,0,,Thousand Oaks,Thousand Oaks,0,0,,California,California,0,0,,United States of America (the),United States of America (the),0,0,,14500,14500,10000,0,0,0,,25-1843385,25-1843385,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001094285/000109428522000049/tdy-20220102.htm,82,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001094285/000109428522000049/tdy-20220102.htm,,0.9
TELEFLEX INCORPORATED,96943,"Wayne, Pennsylvania",TELEFLEX INCORPORATED,TELEFLEX INCORPORATED,1,1,,teleflex.com,teleflex.com,0,0,Wayne,Wayne,Wayne,1,1,Pennsylvania,Pennsylvania,Pennsylvania,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,15500,15500,10000,0,0,0,23-1147939,23-1147939,23-1147939,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/96943/000009694323000024/tfx-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/96943/000009694323000024/tfx-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/96943/000009694323000024/tfx-20221231.htm,,0.9
"TERADYNE, INC.",97210,"North Reading, Massachusetts","TERADYNE, INC.","TERADYNE, INC.",1,1,,teradyne.com,teradyne.com,0,0,North Reading,North Reading,North Reading,1,1,Massachusetts,Massachusetts,Massachusetts,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,6500,6500,1000,0,0,0,04-2272148,04-2272148,04-2272148,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/97210/000119312523044711/d414778d10k.htm,#VALUE!,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/97210/000119312523044711/d414778d10k.htm,#VALUE!,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/97210/000119312523044711/d414778d10k.htm,,0.9
"Tesla, Inc.",1318605,"Austin, Texas","Tesla, Inc.","Tesla, Inc.",1,1,tesla.com,tesla.com,tesla.com,1,1,Austin,Austin,Austin,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,127855,127855,100000,0,0,0,91-2197729,91-2197729,91-2197729,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm,,0.9
TEXAS INSTRUMENTS INCORPORATED,97476,"Dallas, Texas",TEXAS INSTRUMENTS INCORPORATED,TEXAS INSTRUMENTS INCORPORATED,1,1,ti.com,ti.com,ti.com,1,1,Dallas,Dallas,Dallas,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,33000,33000,10000,0,0,0,75-0289970,75-0289970,75-0289970,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/97476/000009747623000007/txn-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/97476/000009747623000007/txn-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/97476/000009747623000007/txn-20221231.htm,,0.9
Textron Inc.,217346,"Providence, Rhode Island",Textron Inc.,Textron Inc.,1,1,textron.com,textron.com,textron.com,1,1,Providence,Providence,Providence,1,1,Rhode Island,Rhode Island,Rhode Island,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,34000,34000,10000,0,0,0,05-0315468,05-0315468,05-0315468,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/217346/000021734623000006/txt-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/217346/000021734623000006/txt-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/217346/000021734623000006/txt-20221231.htm,,0.9
THERMO FISHER SCIENTIFIC INC.,97745,"Waltham, Massachusetts",THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC.,1,1,thermofisher.com,thermofisher.com,thermofisher.com,1,1,Waltham,Waltham,Waltham,1,1,Massachusetts,Massachusetts,Massachusetts,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,130000,130000,100000,0,0,0,04-2209186,04-2209186,04-2209186,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/97745/000009774523000008/tmo-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/97745/000009774523000008/tmo-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/97745/000009774523000008/tmo-20221231.htm,,0.9
"The TJX Companies, Inc.",109198,"Framingham, Massachusetts",,"The TJX Companies, Inc.",0,0,,tjx.com,tjx.com,0,0,,,,1,1,,Massachusetts,Massachusetts,0,0,,United States of America (the),United States of America (the),0,0,,340000,340000,100000,0,0,0,,04-2207613,04-2207613,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000109198/000010919822000008/tjx-20220129.htm,82,53,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000109198/000010919822000008/tjx-20220129.htm,,0.9
TRACTOR SUPPLY COMPANY,916365,"Brentwood, Tennessee",TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1,1,tractorsupply.com,tractorsupply.com,tractorsupply.com,1,1,Brentwood,Brentwood,Brentwood,1,1,Tennessee,Tennessee,Tennessee,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,49000,24000,24000,10000,0,0,1,13-3139732,13-3139732,13-3139732,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/916365/000091636523000045/tsco-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/916365/000091636523000045/tsco-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/916365/000091636523000045/tsco-20221231.htm,,0.9
TRANE TECHNOLOGIES PLC,1466258,"Dublin, Ireland",TRANE TECHNOLOGIES PLC,TRANE TECHNOLOGIES PLC,1,1,,tranetechnologies.com,tranetechnologies.com,0,0,Dublin,Dublin,Dublin,1,1,,Ireland,,0,0,Ireland,Ireland,Ireland,1,1,39000,39000,39000,10000,0,1,1,98-0626632,98-0626632,469272,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1466258/000146625823000058/tt-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1466258/000146625823000058/tt-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1466258/000146625823000058/tt-20221231.htm,https://core.cro.ie/e-commerce/company/search/502113,0.9
TransDigm Group Incorporated,1260221,"Cleveland, Ohio",TransDigm Group Incorporated,TransDigm Group Incorporated,1,1,,transdigm.com,transdigm.com,0,0,Cleveland,Cleveland,Cleveland,1,1,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,14400,14400,10000,0,0,0,41-2101738,41-2101738,41-2101738,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1260221/000126022122000065/tdg-20220930.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1260221/000126022122000065/tdg-20220930.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1260221/000126022122000065/tdg-20220930.htm,,0.9
